Sample Number: 0
x[15] = 0.49369 | u[15] = 0.07879
x[16] = 0.23187 | u[16] = -0.18267
x[17] = 0.50923 | u[17] = 0.05824
x[18] = 0.35530 | u[18] = -0.09868
x[19] = 0.42319 | u[19] = -0.01041
Sample Number: 300
x[0] = 0.49023 | u[0] = 0.05944
x[1] = 0.57719 | u[1] = 0.10629
x[2] = 0.37306 | u[2] = -0.06988
x[3] = 0.48468 | u[3] = 0.01104
x[4] = 0.65415 | u[4] = 0.18740
x[5] = 0.69806 | u[5] = 0.23533
x[6] = 0.26862 | u[6] = -0.14385
x[7] = 0.31812 | u[7] = -0.11584
x[8] = 0.27648 | u[8] = -0.18368
x[9] = 0.43065 | u[9] = -0.00660
x[10] = 0.22466 | u[10] = -0.19497
x[11] = 0.42856 | u[11] = 0.01606
x[12] = 0.56096 | u[12] = 0.10135
x[13] = 0.38596 | u[13] = -0.08042
x[14] = 0.55969 | u[14] = 0.11798
x[15] = 0.49173 | u[15] = 0.07708
x[16] = 0.23639 | u[16] = -0.17792
x[17] = 0.50778 | u[17] = 0.05708
x[18] = 0.35774 | u[18] = -0.09625
x[19] = 0.42347 | u[19] = -0.01144
Sample Number: 310
x[0] = 0.48876 | u[0] = 0.05786
x[1] = 0.57456 | u[1] = 0.10335
x[2] = 0.37478 | u[2] = -0.06798
x[3] = 0.48442 | u[3] = 0.00982
x[4] = 0.64953 | u[4] = 0.18190
x[5] = 0.69221 | u[5] = 0.23131
x[6] = 0.27218 | u[6] = -0.14074
x[7] = 0.32099 | u[7] = -0.11324
x[8] = 0.28102 | u[8] = -0.17883
x[9] = 0.43082 | u[9] = -0.00742
x[10] = 0.22949 | u[10] = -0.19092
x[11] = 0.42817 | u[11] = 0.01555
x[12] = 0.55844 | u[12] = 0.09911
x[13] = 0.38793 | u[13] = -0.07735
x[14] = 0.55676 | u[14] = 0.11582
x[15] = 0.48982 | u[15] = 0.07541
x[16] = 0.24079 | u[16] = -0.17330
x[17] = 0.50637 | u[17] = 0.05595
x[18] = 0.36012 | u[18] = -0.09388
x[19] = 0.42377 | u[19] = -0.01241
Sample Number: 320
x[0] = 0.48733 | u[0] = 0.05633
x[1] = 0.57201 | u[1] = 0.10050
x[2] = 0.37646 | u[2] = -0.06612
x[3] = 0.48419 | u[3] = 0.00865
x[4] = 0.64504 | u[4] = 0.17655
x[5] = 0.68646 | u[5] = 0.22734
x[6] = 0.27567 | u[6] = -0.13769
x[7] = 0.32379 | u[7] = -0.11070
x[8] = 0.28544 | u[8] = -0.17411
x[9] = 0.43102 | u[9] = -0.00821
x[10] = 0.23423 | u[10] = -0.18695
x[11] = 0.42778 | u[11] = 0.01505
x[12] = 0.55599 | u[12] = 0.09691
x[13] = 0.38983 | u[13] = -0.07438
x[14] = 0.55388 | u[14] = 0.11370
x[15] = 0.48795 | u[15] = 0.07377
x[16] = 0.24508 | u[16] = -0.16878
x[17] = 0.50498 | u[17] = 0.05484
x[18] = 0.36244 | u[18] = -0.09156
x[19] = 0.42409 | u[19] = -0.01333
Sample Number: 330
x[0] = 0.48594 | u[0] = 0.05484
x[1] = 0.56952 | u[1] = 0.09771
x[2] = 0.37810 | u[2] = -0.06431
x[3] = 0.48398 | u[3] = 0.00753
x[4] = 0.64068 | u[4] = 0.17136
x[5] = 0.68081 | u[5] = 0.22343
x[6] = 0.27909 | u[6] = -0.13471
x[7] = 0.32654 | u[7] = -0.10821
x[8] = 0.28975 | u[8] = -0.16951
x[9] = 0.43124 | u[9] = -0.00895
x[10] = 0.23887 | u[10] = -0.18306
x[11] = 0.42741 | u[11] = 0.01458
x[12] = 0.55359 | u[12] = 0.09476
x[13] = 0.39166 | u[13] = -0.07152
x[14] = 0.55106 | u[14] = 0.11161
x[15] = 0.48612 | u[15] = 0.07217
x[16] = 0.24925 | u[16] = -0.16439
x[17] = 0.50362 | u[17] = 0.05376
x[18] = 0.36471 | u[18] = -0.08931
x[19] = 0.42444 | u[19] = -0.01421
Sample Number: 340
x[0] = 0.48458 | u[0] = 0.05338
x[1] = 0.56711 | u[1] = 0.09500
x[2] = 0.37969 | u[2] = -0.06255
x[3] = 0.48381 | u[3] = 0.00645
x[4] = 0.63645 | u[4] = 0.16631
x[5] = 0.67526 | u[5] = 0.21958
x[6] = 0.28243 | u[6] = -0.13179
x[7] = 0.32922 | u[7] = -0.10579
x[8] = 0.29394 | u[8] = -0.16503
x[9] = 0.43147 | u[9] = -0.00966
x[10] = 0.24341 | u[10] = -0.17926
x[11] = 0.42705 | u[11] = 0.01411
x[12] = 0.55124 | u[12] = 0.09264
x[13] = 0.39341 | u[13] = -0.06875
x[14] = 0.54829 | u[14] = 0.10955
x[15] = 0.48433 | u[15] = 0.07061
x[16] = 0.25332 | u[16] = -0.16010
x[17] = 0.50228 | u[17] = 0.05270
x[18] = 0.36692 | u[18] = -0.08712
x[19] = 0.42481 | u[19] = -0.01503
Sample Number: 350
x[0] = 0.48326 | u[0] = 0.05196
x[1] = 0.56476 | u[1] = 0.09236
x[2] = 0.38123 | u[2] = -0.06084
x[3] = 0.48366 | u[3] = 0.00543
x[4] = 0.63234 | u[4] = 0.16140
x[5] = 0.66980 | u[5] = 0.21578
x[6] = 0.28570 | u[6] = -0.12893
x[7] = 0.33184 | u[7] = -0.10342
x[8] = 0.29802 | u[8] = -0.16066
x[9] = 0.43172 | u[9] = -0.01033
x[10] = 0.24785 | u[10] = -0.17553
x[11] = 0.42671 | u[11] = 0.01366
x[12] = 0.54894 | u[12] = 0.09057
x[13] = 0.39510 | u[13] = -0.06607
x[14] = 0.54556 | u[14] = 0.10753
x[15] = 0.48258 | u[15] = 0.06909
x[16] = 0.25728 | u[16] = -0.15592
x[17] = 0.50097 | u[17] = 0.05167
x[18] = 0.36908 | u[18] = -0.08498
x[19] = 0.42519 | u[19] = -0.01581
Sample Number: 360
x[0] = 0.48198 | u[0] = 0.05050
x[1] = 0.56248 | u[1] = 0.08981
x[2] = 0.38274 | u[2] = -0.05920
x[3] = 0.48354 | u[3] = 0.00451
x[4] = 0.62836 | u[4] = 0.15676
x[5] = 0.66444 | u[5] = 0.21187
x[6] = 0.28889 | u[6] = -0.12627
x[7] = 0.33440 | u[7] = -0.10106
x[8] = 0.30199 | u[8] = -0.15633
x[9] = 0.43199 | u[9] = -0.01095
x[10] = 0.25221 | u[10] = -0.17172
x[11] = 0.42637 | u[11] = 0.01325
x[12] = 0.54670 | u[12] = 0.08859
x[13] = 0.39673 | u[13] = -0.06353
x[14] = 0.54289 | u[14] = 0.10550
x[15] = 0.48087 | u[15] = 0.06744
x[16] = 0.26113 | u[16] = -0.15189
x[17] = 0.49969 | u[17] = 0.05059
x[18] = 0.37118 | u[18] = -0.08293
x[19] = 0.42560 | u[19] = -0.01647
Sample Number: 370
x[0] = 0.48073 | u[0] = 0.04901
x[1] = 0.56026 | u[1] = 0.08735
x[2] = 0.38420 | u[2] = -0.05762
x[3] = 0.48344 | u[3] = 0.00368
x[4] = 0.62449 | u[4] = 0.15237
x[5] = 0.65918 | u[5] = 0.20787
x[6] = 0.29203 | u[6] = -0.12378
x[7] = 0.33691 | u[7] = -0.09873
x[8] = 0.30585 | u[8] = -0.15206
x[9] = 0.43227 | u[9] = -0.01154
x[10] = 0.25646 | u[10] = -0.16783
x[11] = 0.42604 | u[11] = 0.01287
x[12] = 0.54450 | u[12] = 0.08668
x[13] = 0.39829 | u[13] = -0.06110
x[14] = 0.54028 | u[14] = 0.10346
x[15] = 0.47920 | u[15] = 0.06568
x[16] = 0.26489 | u[16] = -0.14801
x[17] = 0.49844 | u[17] = 0.04946
x[18] = 0.37324 | u[18] = -0.08097
x[19] = 0.42602 | u[19] = -0.01701
Sample Number: 380
x[0] = 0.47952 | u[0] = 0.04756
x[1] = 0.55810 | u[1] = 0.08495
x[2] = 0.38562 | u[2] = -0.05609
x[3] = 0.48336 | u[3] = 0.00289
x[4] = 0.62072 | u[4] = 0.14809
x[5] = 0.65401 | u[5] = 0.20394
x[6] = 0.29510 | u[6] = -0.12134
x[7] = 0.33935 | u[7] = -0.09646
x[8] = 0.30961 | u[8] = -0.14790
x[9] = 0.43257 | u[9] = -0.01209
x[10] = 0.26062 | u[10] = -0.16402
x[11] = 0.42572 | u[11] = 0.01250
x[12] = 0.54235 | u[12] = 0.08480
x[13] = 0.39979 | u[13] = -0.05875
x[14] = 0.53771 | u[14] = 0.10146
x[15] = 0.47758 | u[15] = 0.06397
x[16] = 0.26855 | u[16] = -0.14422
x[17] = 0.49721 | u[17] = 0.04837
x[18] = 0.37524 | u[18] = -0.07906
x[19] = 0.42646 | u[19] = -0.01753
Sample Number: 390
x[0] = 0.47835 | u[0] = 0.04615
x[1] = 0.55600 | u[1] = 0.08262
x[2] = 0.38701 | u[2] = -0.05460
x[3] = 0.48329 | u[3] = 0.00214
x[4] = 0.61706 | u[4] = 0.14393
x[5] = 0.64895 | u[5] = 0.20008
x[6] = 0.29811 | u[6] = -0.11894
x[7] = 0.34174 | u[7] = -0.09424
x[8] = 0.31327 | u[8] = -0.14384
x[9] = 0.43288 | u[9] = -0.01261
x[10] = 0.26469 | u[10] = -0.16031
x[11] = 0.42541 | u[11] = 0.01214
x[12] = 0.54025 | u[12] = 0.08297
x[13] = 0.40123 | u[13] = -0.05649
x[14] = 0.53519 | u[14] = 0.09950
x[15] = 0.47600 | u[15] = 0.06230
x[16] = 0.27212 | u[16] = -0.14053
x[17] = 0.49601 | u[17] = 0.04729
x[18] = 0.37720 | u[18] = -0.07720
x[19] = 0.42690 | u[19] = -0.01801
Sample Number: 400
x[0] = 0.47721 | u[0] = 0.04478
x[1] = 0.55396 | u[1] = 0.08035
x[2] = 0.38836 | u[2] = -0.05314
x[3] = 0.48325 | u[3] = 0.00142
x[4] = 0.61351 | u[4] = 0.13989
x[5] = 0.64398 | u[5] = 0.19628
x[6] = 0.30106 | u[6] = -0.11659
x[7] = 0.34408 | u[7] = -0.09207
x[8] = 0.31682 | u[8] = -0.13990
x[9] = 0.43320 | u[9] = -0.01310
x[10] = 0.26866 | u[10] = -0.15669
x[11] = 0.42512 | u[11] = 0.01179
x[12] = 0.53819 | u[12] = 0.08117
x[13] = 0.40262 | u[13] = -0.05430
x[14] = 0.53272 | u[14] = 0.09757
x[15] = 0.47446 | u[15] = 0.06068
x[16] = 0.27559 | u[16] = -0.13693
x[17] = 0.49484 | u[17] = 0.04625
x[18] = 0.37911 | u[18] = -0.07538
x[19] = 0.42736 | u[19] = -0.01846
Sample Number: 410
x[0] = 0.47610 | u[0] = 0.04345
x[1] = 0.55198 | u[1] = 0.07813
x[2] = 0.38968 | u[2] = -0.05173
x[3] = 0.48322 | u[3] = 0.00073
x[4] = 0.61005 | u[4] = 0.13595
x[5] = 0.63911 | u[5] = 0.19255
x[6] = 0.30396 | u[6] = -0.11429
x[7] = 0.34636 | u[7] = -0.08995
x[8] = 0.32028 | u[8] = -0.13605
x[9] = 0.43354 | u[9] = -0.01357
x[10] = 0.27254 | u[10] = -0.15315
x[11] = 0.42482 | u[11] = 0.01144
x[12] = 0.53618 | u[12] = 0.07940
x[13] = 0.40395 | u[13] = -0.05218
x[14] = 0.53030 | u[14] = 0.09567
x[15] = 0.47295 | u[15] = 0.05910
x[16] = 0.27898 | u[16] = -0.13343
x[17] = 0.49369 | u[17] = 0.04523
x[18] = 0.38098 | u[18] = -0.07361
x[19] = 0.42783 | u[19] = -0.01888
Sample Number: 420
x[0] = 0.47503 | u[0] = 0.04215
x[1] = 0.55005 | u[1] = 0.07597
x[2] = 0.39095 | u[2] = -0.05035
x[3] = 0.48322 | u[3] = 0.00007
x[4] = 0.60669 | u[4] = 0.13212
x[5] = 0.63433 | u[5] = 0.18888
x[6] = 0.30679 | u[6] = -0.11203
x[7] = 0.34859 | u[7] = -0.08789
x[8] = 0.32364 | u[8] = -0.13231
x[9] = 0.43389 | u[9] = -0.01400
x[10] = 0.27634 | u[10] = -0.14969
x[11] = 0.42454 | u[11] = 0.01111
x[12] = 0.53421 | u[12] = 0.07767
x[13] = 0.40523 | u[13] = -0.05014
x[14] = 0.52792 | u[14] = 0.09380
x[15] = 0.47149 | u[15] = 0.05756
x[16] = 0.28228 | u[16] = -0.13001
x[17] = 0.49257 | u[17] = 0.04423
x[18] = 0.38280 | u[18] = -0.07189
x[19] = 0.42831 | u[19] = -0.01926
Sample Number: 430
x[0] = 0.47399 | u[0] = 0.04089
x[1] = 0.54817 | u[1] = 0.07387
x[2] = 0.39220 | u[2] = -0.04900
x[3] = 0.48322 | u[3] = -0.00056
x[4] = 0.60343 | u[4] = 0.12839
x[5] = 0.62964 | u[5] = 0.18527
x[6] = 0.30957 | u[6] = -0.10981
x[7] = 0.35076 | u[7] = -0.08587
x[8] = 0.32691 | u[8] = -0.12866
x[9] = 0.43424 | u[9] = -0.01441
x[10] = 0.28004 | u[10] = -0.14631
x[11] = 0.42427 | u[11] = 0.01079
x[12] = 0.53229 | u[12] = 0.07597
x[13] = 0.40646 | u[13] = -0.04817
x[14] = 0.52559 | u[14] = 0.09197
x[15] = 0.47007 | u[15] = 0.05606
x[16] = 0.28550 | u[16] = -0.12667
x[17] = 0.49148 | u[17] = 0.04326
x[18] = 0.38458 | u[18] = -0.07020
x[19] = 0.42880 | u[19] = -0.01963
Sample Number: 440
x[0] = 0.47298 | u[0] = 0.03967
x[1] = 0.54634 | u[1] = 0.07182
x[2] = 0.39341 | u[2] = -0.04770
x[3] = 0.48324 | u[3] = -0.00116
x[4] = 0.60026 | u[4] = 0.12477
x[5] = 0.62504 | u[5] = 0.18173
x[6] = 0.31230 | u[6] = -0.10763
x[7] = 0.35289 | u[7] = -0.08390
x[8] = 0.33009 | u[8] = -0.12511
x[9] = 0.43461 | u[9] = -0.01480
x[10] = 0.28367 | u[10] = -0.14301
x[11] = 0.42400 | u[11] = 0.01047
x[12] = 0.53040 | u[12] = 0.07430
x[13] = 0.40764 | u[13] = -0.04627
x[14] = 0.52331 | u[14] = 0.09017
x[15] = 0.46868 | u[15] = 0.05460
x[16] = 0.28863 | u[16] = -0.12342
x[17] = 0.49040 | u[17] = 0.04231
x[18] = 0.38632 | u[18] = -0.06856
x[19] = 0.42929 | u[19] = -0.01996
Sample Number: 450
x[0] = 0.47200 | u[0] = 0.03847
x[1] = 0.54457 | u[1] = 0.06982
x[2] = 0.39459 | u[2] = -0.04642
x[3] = 0.48328 | u[3] = -0.00173
x[4] = 0.59718 | u[4] = 0.12124
x[5] = 0.62053 | u[5] = 0.17826
x[6] = 0.31497 | u[6] = -0.10550
x[7] = 0.35497 | u[7] = -0.08198
x[8] = 0.33318 | u[8] = -0.12166
x[9] = 0.43499 | u[9] = -0.01515
x[10] = 0.28721 | u[10] = -0.13978
x[11] = 0.42374 | u[11] = 0.01016
x[12] = 0.52856 | u[12] = 0.07267
x[13] = 0.40878 | u[13] = -0.04443
x[14] = 0.52107 | u[14] = 0.08840
x[15] = 0.46733 | u[15] = 0.05318
x[16] = 0.29169 | u[16] = -0.12025
x[17] = 0.48936 | u[17] = 0.04139
x[18] = 0.38802 | u[18] = -0.06696
x[19] = 0.42980 | u[19] = -0.02027
Sample Number: 460
x[0] = 0.47105 | u[0] = 0.03731
x[1] = 0.54284 | u[1] = 0.06787
x[2] = 0.39574 | u[2] = -0.04518
x[3] = 0.48333 | u[3] = -0.00227
x[4] = 0.59418 | u[4] = 0.11781
x[5] = 0.61610 | u[5] = 0.17484
x[6] = 0.31759 | u[6] = -0.10340
x[7] = 0.35700 | u[7] = -0.08010
x[8] = 0.33619 | u[8] = -0.11829
x[9] = 0.43537 | u[9] = -0.01549
x[10] = 0.29068 | u[10] = -0.13664
x[11] = 0.42349 | u[11] = 0.00986
x[12] = 0.52676 | u[12] = 0.07107
x[13] = 0.40987 | u[13] = -0.04266
x[14] = 0.51888 | u[14] = 0.08666
x[15] = 0.46602 | u[15] = 0.05180
x[16] = 0.29466 | u[16] = -0.11716
x[17] = 0.48833 | u[17] = 0.04048
x[18] = 0.38968 | u[18] = -0.06540
x[19] = 0.43031 | u[19] = -0.02055
Sample Number: 470
x[0] = 0.47013 | u[0] = 0.03618
x[1] = 0.54117 | u[1] = 0.06598
x[2] = 0.39685 | u[2] = -0.04398
x[3] = 0.48340 | u[3] = -0.00279
x[4] = 0.59127 | u[4] = 0.11447
x[5] = 0.61176 | u[5] = 0.17148
x[6] = 0.32015 | u[6] = -0.10135
x[7] = 0.35899 | u[7] = -0.07827
x[8] = 0.33911 | u[8] = -0.11502
x[9] = 0.43576 | u[9] = -0.01580
x[10] = 0.29406 | u[10] = -0.13356
x[11] = 0.42325 | u[11] = 0.00957
x[12] = 0.52500 | u[12] = 0.06950
x[13] = 0.41092 | u[13] = -0.04095
x[14] = 0.51673 | u[14] = 0.08496
x[15] = 0.46474 | u[15] = 0.05046
x[16] = 0.29756 | u[16] = -0.11415
x[17] = 0.48733 | u[17] = 0.03960
x[18] = 0.39130 | u[18] = -0.06388
x[19] = 0.43083 | u[19] = -0.02081
Sample Number: 480
x[0] = 0.46924 | u[0] = 0.03509
x[1] = 0.53954 | u[1] = 0.06413
x[2] = 0.39794 | u[2] = -0.04280
x[3] = 0.48347 | u[3] = -0.00328
x[4] = 0.58845 | u[4] = 0.11122
x[5] = 0.60750 | u[5] = 0.16818
x[6] = 0.32267 | u[6] = -0.09933
x[7] = 0.36092 | u[7] = -0.07649
x[8] = 0.34195 | u[8] = -0.11183
x[9] = 0.43617 | u[9] = -0.01609
x[10] = 0.29737 | u[10] = -0.13056
x[11] = 0.42301 | u[11] = 0.00928
x[12] = 0.52327 | u[12] = 0.06797
x[13] = 0.41192 | u[13] = -0.03930
x[14] = 0.51462 | u[14] = 0.08328
x[15] = 0.46349 | u[15] = 0.04915
x[16] = 0.30038 | u[16] = -0.11121
x[17] = 0.48634 | u[17] = 0.03874
x[18] = 0.39288 | u[18] = -0.06239
x[19] = 0.43136 | u[19] = -0.02105
Sample Number: 490
x[0] = 0.46838 | u[0] = 0.03402
x[1] = 0.53795 | u[1] = 0.06233
x[2] = 0.39900 | u[2] = -0.04166
x[3] = 0.48356 | u[3] = -0.00375
x[4] = 0.58570 | u[4] = 0.10807
x[5] = 0.60333 | u[5] = 0.16494
x[6] = 0.32513 | u[6] = -0.09736
x[7] = 0.36282 | u[7] = -0.07474
x[8] = 0.34472 | u[8] = -0.10872
x[9] = 0.43657 | u[9] = -0.01636
x[10] = 0.30061 | u[10] = -0.12762
x[11] = 0.42278 | u[11] = 0.00900
x[12] = 0.52159 | u[12] = 0.06646
x[13] = 0.41288 | u[13] = -0.03770
x[14] = 0.51255 | u[14] = 0.08163
x[15] = 0.46227 | u[15] = 0.04787
x[16] = 0.30313 | u[16] = -0.10835
x[17] = 0.48538 | u[17] = 0.03789
x[18] = 0.39443 | u[18] = -0.06095
x[19] = 0.43189 | u[19] = -0.02126
Sample Number: 500
x[0] = 0.46754 | u[0] = 0.03298
x[1] = 0.53641 | u[1] = 0.06058
x[2] = 0.40003 | u[2] = -0.04054
x[3] = 0.48366 | u[3] = -0.00420
x[4] = 0.58303 | u[4] = 0.10499
x[5] = 0.59923 | u[5] = 0.16176
x[6] = 0.32755 | u[6] = -0.09542
x[7] = 0.36467 | u[7] = -0.07304
x[8] = 0.34740 | u[8] = -0.10570
x[9] = 0.43699 | u[9] = -0.01661
x[10] = 0.30377 | u[10] = -0.12475
x[11] = 0.42256 | u[11] = 0.00873
x[12] = 0.51994 | u[12] = 0.06498
x[13] = 0.41381 | u[13] = -0.03617
x[14] = 0.51052 | u[14] = 0.08001
x[15] = 0.46109 | u[15] = 0.04663
x[16] = 0.30581 | u[16] = -0.10556
x[17] = 0.48444 | u[17] = 0.03707
x[18] = 0.39594 | u[18] = -0.05954
x[19] = 0.43242 | u[19] = -0.02146
Sample Number: 510
x[0] = 0.46672 | u[0] = 0.03197
x[1] = 0.53492 | u[1] = 0.05887
x[2] = 0.40103 | u[2] = -0.03946
x[3] = 0.48377 | u[3] = -0.00462
x[4] = 0.58044 | u[4] = 0.10200
x[5] = 0.59522 | u[5] = 0.15863
x[6] = 0.32992 | u[6] = -0.09351
x[7] = 0.36648 | u[7] = -0.07138
x[8] = 0.35001 | u[8] = -0.10276
x[9] = 0.43741 | u[9] = -0.01684
x[10] = 0.30686 | u[10] = -0.12195
x[11] = 0.42235 | u[11] = 0.00846
x[12] = 0.51833 | u[12] = 0.06353
x[13] = 0.41470 | u[13] = -0.03468
x[14] = 0.50854 | u[14] = 0.07842
x[15] = 0.45994 | u[15] = 0.04542
x[16] = 0.30842 | u[16] = -0.10284
x[17] = 0.48353 | u[17] = 0.03627
x[18] = 0.39741 | u[18] = -0.05816
x[19] = 0.43296 | u[19] = -0.02163
Sample Number: 520
x[0] = 0.46593 | u[0] = 0.03099
x[1] = 0.53346 | u[1] = 0.05721
x[2] = 0.40201 | u[2] = -0.03840
x[3] = 0.48390 | u[3] = -0.00503
x[4] = 0.57792 | u[4] = 0.09909
x[5] = 0.59128 | u[5] = 0.15556
x[6] = 0.33224 | u[6] = -0.09165
x[7] = 0.36825 | u[7] = -0.06975
x[8] = 0.35255 | u[8] = -0.09989
x[9] = 0.43783 | u[9] = -0.01705
x[10] = 0.30989 | u[10] = -0.11922
x[11] = 0.42214 | u[11] = 0.00821
x[12] = 0.51676 | u[12] = 0.06212
x[13] = 0.41555 | u[13] = -0.03325
x[14] = 0.50659 | u[14] = 0.07686
x[15] = 0.45881 | u[15] = 0.04424
x[16] = 0.31097 | u[16] = -0.10019
x[17] = 0.48263 | u[17] = 0.03548
x[18] = 0.39885 | u[18] = -0.05682
x[19] = 0.43351 | u[19] = -0.02178
Sample Number: 530
x[0] = 0.46517 | u[0] = 0.03004
x[1] = 0.53205 | u[1] = 0.05560
x[2] = 0.40296 | u[2] = -0.03738
x[3] = 0.48403 | u[3] = -0.00540
x[4] = 0.57547 | u[4] = 0.09627
x[5] = 0.58742 | u[5] = 0.15254
x[6] = 0.33451 | u[6] = -0.08982
x[7] = 0.36998 | u[7] = -0.06817
x[8] = 0.35502 | u[8] = -0.09710
x[9] = 0.43826 | u[9] = -0.01724
x[10] = 0.31284 | u[10] = -0.11655
x[11] = 0.42193 | u[11] = 0.00795
x[12] = 0.51522 | u[12] = 0.06074
x[13] = 0.41636 | u[13] = -0.03187
x[14] = 0.50469 | u[14] = 0.07533
x[15] = 0.45772 | u[15] = 0.04310
x[16] = 0.31345 | u[16] = -0.09760
x[17] = 0.48175 | u[17] = 0.03471
x[18] = 0.40026 | u[18] = -0.05550
x[19] = 0.43406 | u[19] = -0.02191
Sample Number: 540
x[0] = 0.46443 | u[0] = 0.02913
x[1] = 0.53068 | u[1] = 0.05403
x[2] = 0.40388 | u[2] = -0.03639
x[3] = 0.48417 | u[3] = -0.00576
x[4] = 0.57309 | u[4] = 0.09352
x[5] = 0.58363 | u[5] = 0.14957
x[6] = 0.33674 | u[6] = -0.08802
x[7] = 0.37167 | u[7] = -0.06661
x[8] = 0.35742 | u[8] = -0.09438
x[9] = 0.43870 | u[9] = -0.01740
x[10] = 0.31573 | u[10] = -0.11395
x[11] = 0.42174 | u[11] = 0.00768
x[12] = 0.51371 | u[12] = 0.05940
x[13] = 0.41714 | u[13] = -0.03054
x[14] = 0.50282 | u[14] = 0.07383
x[15] = 0.45665 | u[15] = 0.04199
x[16] = 0.31586 | u[16] = -0.09508
x[17] = 0.48089 | u[17] = 0.03396
x[18] = 0.40163 | u[18] = -0.05421
x[19] = 0.43461 | u[19] = -0.02201
Sample Number: 550
x[0] = 0.46371 | u[0] = 0.02824
x[1] = 0.52934 | u[1] = 0.05251
x[2] = 0.40478 | u[2] = -0.03542
x[3] = 0.48432 | u[3] = -0.00609
x[4] = 0.57078 | u[4] = 0.09085
x[5] = 0.57992 | u[5] = 0.14664
x[6] = 0.33893 | u[6] = -0.08626
x[7] = 0.37332 | u[7] = -0.06510
x[8] = 0.35975 | u[8] = -0.09172
x[9] = 0.43914 | u[9] = -0.01755
x[10] = 0.31855 | u[10] = -0.11141
x[11] = 0.42155 | u[11] = 0.00742
x[12] = 0.51224 | u[12] = 0.05809
x[13] = 0.41789 | u[13] = -0.02926
x[14] = 0.50098 | u[14] = 0.07235
x[15] = 0.45561 | u[15] = 0.04091
x[16] = 0.31821 | u[16] = -0.09262
x[17] = 0.48004 | u[17] = 0.03321
x[18] = 0.40298 | u[18] = -0.05295
x[19] = 0.43516 | u[19] = -0.02210
Sample Number: 560
x[0] = 0.46301 | u[0] = 0.02737
x[1] = 0.52804 | u[1] = 0.05103
x[2] = 0.40566 | u[2] = -0.03448
x[3] = 0.48447 | u[3] = -0.00640
x[4] = 0.56854 | u[4] = 0.08827
x[5] = 0.57628 | u[5] = 0.14376
x[6] = 0.34107 | u[6] = -0.08453
x[7] = 0.37493 | u[7] = -0.06363
x[8] = 0.36202 | u[8] = -0.08914
x[9] = 0.43958 | u[9] = -0.01767
x[10] = 0.32131 | u[10] = -0.10893
x[11] = 0.42137 | u[11] = 0.00718
x[12] = 0.51080 | u[12] = 0.05679
x[13] = 0.41861 | u[13] = -0.02804
x[14] = 0.49919 | u[14] = 0.07088
x[15] = 0.45460 | u[15] = 0.03986
x[16] = 0.32050 | u[16] = -0.09023
x[17] = 0.47922 | u[17] = 0.03251
x[18] = 0.40429 | u[18] = -0.05172
x[19] = 0.43572 | u[19] = -0.02216
Sample Number: 570
x[0] = 0.46234 | u[0] = 0.02650
x[1] = 0.52678 | u[1] = 0.04962
x[2] = 0.40651 | u[2] = -0.03362
x[3] = 0.48464 | u[3] = -0.00653
x[4] = 0.56635 | u[4] = 0.08632
x[5] = 0.57271 | u[5] = 0.14060
x[6] = 0.34316 | u[6] = -0.08271
x[7] = 0.37651 | u[7] = -0.06232
x[8] = 0.36422 | u[8] = -0.08649
x[9] = 0.44002 | u[9] = -0.01742
x[10] = 0.32402 | u[10] = -0.10669
x[11] = 0.42119 | u[11] = 0.00713
x[12] = 0.50940 | u[12] = 0.05501
x[13] = 0.41930 | u[13] = -0.02740
x[14] = 0.49744 | u[14] = 0.06908
x[15] = 0.45361 | u[15] = 0.03904
x[16] = 0.32274 | u[16] = -0.08805
x[17] = 0.47841 | u[17] = 0.03230
x[18] = 0.40557 | u[18] = -0.05048
x[19] = 0.43627 | u[19] = -0.02193
Sample Number: 580
x[0] = 0.46169 | u[0] = 0.02565
x[1] = 0.52556 | u[1] = 0.04825
x[2] = 0.40734 | u[2] = -0.03278
x[3] = 0.48480 | u[3] = -0.00664
x[4] = 0.56421 | u[4] = 0.08441
x[5] = 0.56923 | u[5] = 0.13751
x[6] = 0.34521 | u[6] = -0.08093
x[7] = 0.37806 | u[7] = -0.06104
x[8] = 0.36635 | u[8] = -0.08391
x[9] = 0.44045 | u[9] = -0.01719
x[10] = 0.32666 | u[10] = -0.10449
x[11] = 0.42101 | u[11] = 0.00709
x[12] = 0.50804 | u[12] = 0.05328
x[13] = 0.41998 | u[13] = -0.02677
x[14] = 0.49573 | u[14] = 0.06732
x[15] = 0.45264 | u[15] = 0.03823
x[16] = 0.32492 | u[16] = -0.08593
x[17] = 0.47760 | u[17] = 0.03207
x[18] = 0.40682 | u[18] = -0.04926
x[19] = 0.43682 | u[19] = -0.02171
Sample Number: 590
x[0] = 0.46105 | u[0] = 0.02483
x[1] = 0.52436 | u[1] = 0.04691
x[2] = 0.40815 | u[2] = -0.03197
x[3] = 0.48497 | u[3] = -0.00675
x[4] = 0.56212 | u[4] = 0.08254
x[5] = 0.56582 | u[5] = 0.13449
x[6] = 0.34722 | u[6] = -0.07919
x[7] = 0.37957 | u[7] = -0.05979
x[8] = 0.36842 | u[8] = -0.08141
x[9] = 0.44088 | u[9] = -0.01695
x[10] = 0.32925 | u[10] = -0.10233
